ref;pauta;custo;qtd_prd;qtd_fat;prc_giro;tot_fat;grupo;produto
13029009;129;46.48;255;245;0.960784314;31054.05;COMPRIDO JEANS;SKINNY
13030009;186;62.39;472;386;0.81779661;70551.44;COMPRIDO JEANS;SKINNY
13031009;154;51.93;587;579;0.98637138;88028.61;COMPRIDO JEANS;SKINNY
13032009;119;39.3;362;329;0.908839779;37828.02;JEANS PARTE DE CIMA ;CAMISA
13035009;132;43.38;86;74;0.860465116;9233.54;INDIVIDUAL  JEANS;VESTIDO
13036009;176;58.88;520;109;0.209615385;19156.28;COMPRIDO JEANS;FLARE
13037009;166;53.43;524;16;0.030534351;2609.52;COMPRIDO JEANS;SKINNY
13038009;149;47.59;223;215;0.964125561;31713.34;COMPRIDO JEANS;SKINNY
13039009;139;40.3;452;259;0.57300885;35871.76;COMPRIDO JEANS;SKINNY
13040009;154;47.35;453;430;0.949227373;65164.43;COMPRIDO JEANS;FLARE
13041009;149;47.88;495;327;0.660606061;46820.7;COMPRIDO JEANS;FLARE
